_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
4864,997,6362645,St Edmund Campion Catholic Elementary School,,ES,Toronto Catholic District School Board,30 Highcastle Rd,English Separate,6362645,30,Highcastle Rd,30 Highcastle Rd,M1E 4N1,Scarborough,Toronto,St. Edmund Campion Catholic School,102003,6362435,30,,,,8099,327634.199,4849602.391,43.78804029,-79.2160939,"{u'type': u'Point', u'coordinates': (-79.2160907154, 43.7880316849)}"
4865,998,3121391,St Edward Catholic Elementary School,,ES,Toronto Catholic District School Board,1 Botham Rd,English Separate,3121391,1,Botham Rd,1 Botham Rd,M2N 2J6,North York,Toronto,The Sisterhood Of St John The Divine,109001,3121399,1,,,,5001,311757.62,4845780.89,43.75396042,-79.41340933,"{u'type': u'Point', u'coordinates': (-79.4134060832, 43.7539518153)}"
4866,999,8067837,St Elizabeth Catholic Elementary School,,ES,Toronto Catholic District School Board,5 Redcar Ave,English Separate,8067837,5,Redcar Ave,5 Redcar Ave,M9B 1J8,Etobicoke,Toronto,St. Elizabeth Catholic School,102003,8067838,5,,,,2343,300148.01,4832557.598,43.63495127,-79.55746,"{u'type': u'Point', u'coordinates': (-79.557456708, 43.6349426973)}"
4867,1000,342863,St Elizabeth Seton Catholic Elementary School,,ES,Toronto Catholic District School Board,25 Havenview Rd,English Separate,342863,25,Havenview Rd,25 Havenview Rd,M1S 3A4,Scarborough,Toronto,St. Elizabeth Seton Catholic School,109001,106284,25,,,,8079,325169.918,4849696.594,43.78895985,-79.24670903,"{u'type': u'Point', u'coordinates': (-79.2467058263, 43.7889512449)}"
4868,1001,1043818,St Eugene Catholic Elementary School,,ES,Toronto Catholic District School Board,30 Westroyal Rd,English Separate,1043818,30,Westroyal Rd,30 Westroyal Rd,M9P 2C3,Etobicoke,Toronto,St. Eugene,102003,908891,30,,,,2772,301761.914,4838962.601,43.69261139,-79.53749502,"{u'type': u'Point', u'coordinates': (-79.5374917352, 43.6926028071)}"
4869,1002,486267,St Fidelis Catholic Elementary School,,ES,Toronto Catholic District School Board,9 Bannerman St,English Separate,486267,9,Bannerman St,9 Bannerman St,M6L 2S5,North York,Toronto,St. Fidelis Catholic School,102003,445368,9,,,,4879,305997.063,4841704.214,43.7172961,-79.48495176,"{u'type': u'Point', u'coordinates': (-79.4849484851, 43.7172875164)}"
4870,1003,366471,St Florence Catholic Elementary School,,ES,Toronto Catholic District School Board,101 Murison Blvd,English Separate,366471,101,Murison Blvd,101 Murison Blvd,M1B 2L6,Scarborough,Toronto,St. Florence,102003,30073171,101,,,,8552,328361.593,4850758.364,43.79841396,-79.20700228,"{u'type': u'Point', u'coordinates': (-79.2070022817, 43.7984139638)}"
4871,1004,9035632,St Francis De Sales Catholic Elementary School,,ES,Toronto Catholic District School Board,333 Firgrove Cres,English Separate,9035632,333,Firgrove Cres,333 Firgrove Cres,M3N 1K9,North York,Toronto,St. Francis De Sales Catholic School,102003,9035633,333,,,,5594,303244.259,4845797.626,43.75414151,-79.5191278,"{u'type': u'Point', u'coordinates': (-79.5191245071, 43.7541329146)}"
4872,1005,9879576,St Francis of Assisi Catholic Elementary School,,ES,Toronto Catholic District School Board,80 Clinton St,English Separate,9879576,80,Clinton St,80 Clinton St,M6G 2Y3,former Toronto,Toronto,St. Francis Of Assisi Catholic School,102003,30017239,80,,,,3185,311670.349,4834921.061,43.65620845,-79.41463137,"{u'type': u'Point', u'coordinates': (-79.4146281224, 43.656199867)}"
4873,1006,8896734,St Francis Xavier Catholic Elementary School,,ES,Toronto Catholic District School Board,53 Gracefield Ave,English Separate,8896734,53,Gracefield Ave,53 Gracefield Ave,M6L 1L3,North York,Toronto,St. Francis Xavier Catholic School,102003,8896732,53,,,,5729,306121.408,4840989.025,43.7108581,-79.48341034,"{u'type': u'Point', u'coordinates': (-79.4834070612, 43.7108495114)}"
4874,1007,564348,St Gabriel Catholic Elementary School,,ES,Toronto Catholic District School Board,396 Spring Garden Ave,English Separate,564348,396,Spring Garden Ave,396 Spring Garden Ave,M2N 3H5,North York,Toronto,St. Gabriel,102003,438958,396,,,,6767,313532.231,4847494.513,43.7693665,-79.39134463,"{u'type': u'Point', u'coordinates': (-79.391341384, 43.7693579031)}"
4875,1008,324733,St Gabriel Lalemant Catholic Elementary School,,ES,Toronto Catholic District School Board,160 Crow Trl,English Separate,324733,160,Crow Trl,160 Crow Trl,M1B 1Y3,Scarborough,Toronto,St. Gabriel Lalemant Catholic School,102003,103862,160,,,,7689,326769.16,4852340.483,43.81271225,-79.22673067,"{u'type': u'Point', u'coordinates': (-79.2267274764, 43.8127036322)}"
4876,1009,515827,St George Academy Secondary School,,PR,,77 Finch Ave W,Priv,515827,77,Finch Ave W,77 Finch Ave W,M2N 2H5,North York,Toronto,,100001,14234749,77,,,,1610,311053.685,4848459.646,43.77807833,-79.42211986,"{u'type': u'Point', u'coordinates': (-79.4221165959, 43.7780697274)}"
4877,1010,1024923,St George's Jr School,,EP,Toronto District School Board,70 Princess Anne Cres,English Public,1024923,70,Princess Anne Cres,70 Princess Anne Cres,M9A 2P7,Etobicoke,Toronto,St. Georges Junior Public School,102001,909875,70,,,,2300,301420.528,4836740.578,43.67260908,-79.54171548,"{u'type': u'Point', u'coordinates': (-79.5417121934, 43.6726005055)}"
4878,1011,547173,St Gerald Catholic Elementary School,,ES,Toronto Catholic District School Board,200 Old Sheppard Ave,English Separate,547173,200,Old Sheppard Ave,200 Old Sheppard Ave,M2J 3L9,North York,Toronto,St. Gerald Catholic School,102003,437780,200,,,,6328,318759.545,4848764.97,43.78072188,-79.32638305,"{u'type': u'Point', u'coordinates': (-79.3263798212, 43.7807132742)}"
4879,1012,8115497,St Gregory Catholic Elementary School,,ES,Toronto Catholic District School Board,126 Rathburn Rd,English Separate,8115497,126,Rathburn Rd,126 Rathburn Rd,M9B 2K6,Etobicoke,Toronto,St. Gregory Catholic School,102003,8106365,126,,,,2335,301152.93,4835300.655,43.65964751,-79.54502449,"{u'type': u'Point', u'coordinates': (-79.5450212069, 43.6596389371)}"
4880,1013,785703,St Helen Catholic Elementary School,,ES,Toronto Catholic District School Board,1196 College St,English Separate,785703,1196,College St,1196 College St,M6H 1B8,former Toronto,Toronto,St. Helen Catholic School,102001,1145237,1196,,,,9765,309934.178,4834462.293,43.65209316,-79.43615958,"{u'type': u'Point', u'coordinates': (-79.4361563343, 43.6520845729)}"
4881,1014,3054064,St Henry Catholic Elementary School,,ES,Toronto Catholic District School Board,100 Bamburgh Crcl,English Separate,3054064,100,Bamburgh Crcl,100 Bamburgh Crcl,M1W 3R3,Scarborough,Toronto,St. Henry Secondary School,102003,30021623,100,,,,7275,318596.169,4852423.096,43.8136517,-79.32831944,"{u'type': u'Point', u'coordinates': (-79.3283162129, 43.8136430886)}"
4882,1015,9780844,St Ignatius of Loyola Catholic Elementary School,,ES,Toronto Catholic District School Board,2350 McCowan Rd,English Separate,9780844,2350,McCowan Rd,2350 McCowan Rd,M1S 4B4,Scarborough,Toronto,St. Ignatius Of Loyola Catholic School,102003,30000493,2350,,,,8454,323659.778,4851317.234,43.80358711,-79.2654165,"{u'type': u'Point', u'coordinates': (-79.2654132925, 43.8035784903)}"
4883,1016,579042,St Isaac Jogues Catholic Elementary School,,ES,Toronto Catholic District School Board,1330 York Mills Rd,English Separate,579042,1330,York Mills Rd,1330 York Mills Rd,M3A 1Z8,North York,Toronto,St. Isaac Jogues,102003,439609,1330,,,,7145,319119.622,4846722.863,43.76233395,-79.32196339,"{u'type': u'Point', u'coordinates': (-79.3219601731, 43.7623253431)}"
4884,1017,9467497,St James Catholic Elementary School,,ES,Toronto Catholic District School Board,230 Humbercrest Blvd,English Separate,9467497,230,Humbercrest Blvd,230 Humbercrest Blvd,M6S 4L3,York,Toronto,St. James,102003,20119895,230,,,,678,305155.232,4835859.008,43.66468227,-79.49540115,"{u'type': u'Point', u'coordinates': (-79.4953978793, 43.6646736907)}"
4885,1018,10092854,St Jane Frances Catholic Elementary School,,ES,Toronto Catholic District School Board,2745 Jane St,English Separate,10092854,2745,Jane St,2745 Jane St,M3L 2E8,North York,Toronto,St. Jane Francis Catholic School,102003,10092803,2745,,,,694,303723.904,4844466.065,43.74215675,-79.51316893,"{u'type': u'Point', u'coordinates': (-79.5131656491, 43.7421481635)}"
4886,1019,326651,St Jean De Brebeuf Catholic Elementary School,,ES,Toronto Catholic District School Board,101 Dean Park Rd,English Separate,326651,101,Dean Park Rd,101 Dean Park Rd,M1B 2X2,Scarborough,Toronto,St. Jean De Brebeuf Catholic School,102003,104728,101,,,,7721,331012.187,4851223.692,43.80252245,-79.17404416,"{u'type': u'Point', u'coordinates': (-79.1740409798, 43.8025138393)}"
4887,1020,382095,St Jean De Lalande Catholic Elementary School,,FS,Conseil scolaire de district catholique Centre-Sud,500 Sandhurst Crcl,French Separate,382095,500,Sandhurst Crcl,500 Sandhurst Crcl,M1S 3Y7,Scarborough,Toronto,Ecole Saint-Jean-De-Lalande C S,102005,104519,500,,,,8871,323766.025,4851447.685,43.80475864,-79.26409148,"{u'type': u'Point', u'coordinates': (-79.2640882627, 43.8047500214)}"
4888,1021,7560969,St Jerome Catholic Elementary School,,ES,Toronto Catholic District School Board,111 Sharpecroft Blvd,English Separate,7560969,111,Sharpecroft Blvd,111 Sharpecroft Blvd,M3J 1P5,North York,Toronto,St. Jerome Catholic School,102003,30092951,111,,,,6690,305707.119,4845208.848,43.7488344,-79.48854188,"{u'type': u'Point', u'coordinates': (-79.4885418787, 43.7488344019)}"
4889,1022,388184,St Joachim Catholic Elementary School,,ES,Toronto Catholic District School Board,3395 St Clair Ave E,English Separate,388184,3395,St Clair Ave E,3395 St Clair Ave E,M1L 1W3,Scarborough,Toronto,St. Joachims Catholic School,102003,112131,3395,,,,339,322903.972,4841232.787,43.71283388,-79.27514728,"{u'type': u'Point', u'coordinates': (-79.2751440726, 43.7128252837)}"
4890,1023,63252,St John Bosco Catholic Elementary School,,ES,Toronto Catholic District School Board,75 Holmesdale Rd,English Separate,63252,75,Holmesdale Rd,75 Holmesdale Rd,M6E 1Y2,York,Toronto,St. John Bosco Catholic School,102003,8266,75,,,,668,308770.024,4838531.07,43.68872437,-79.45056099,"{u'type': u'Point', u'coordinates': (-79.4505577406, 43.6887157871)}"
4891,1024,829026,St John Catholic Elementary School,,ES,Toronto Catholic District School Board,780 Kingston Rd,English Separate,829026,780,Kingston Rd,780 Kingston Rd,M4E 1R7,former Toronto,Toronto,St. John Catholic School,102003,30059637,780,,,,3786,321347.649,4837606.94,43.68022438,-79.29456868,"{u'type': u'Point', u'coordinates': (-79.2945686729, 43.6802243803)}"
4892,1025,6942850,St John Paul II Catholic Secondary School,,ES,Toronto Catholic District School Board,685 Military Trl,English Separate,6942850,685,Military Trl,685 Military Trl,M1E 4P6,Scarborough,Toronto,Pope John Paul II,102004,14658973,685,,,,8501,328964.632,4849794.944,43.78973123,-79.1995546,"{u'type': u'Point', u'coordinates': (-79.1995514139, 43.7897226172)}"
4893,1026,9950447,St John The Evangelist Catholic Elementary School (construction),,ES,Toronto Catholic District School Board,23 George St,English Separate,9950447,23,George St,23 George St,M9N 2B4,York,Toronto,St.John The Evangelist,102003,9950436,23,,,,9829,303150.997,4840140.508,43.70321882,-79.52026727,"{u'type': u'Point', u'coordinates': (-79.5202639895, 43.7032102334)}"
4894,1027,10145181,St John The Evangelist Catholic Elementary School (temporary),,ES,Toronto Catholic District School Board,20 Beverly Hills Dr,English Separate,10145181,20,Beverly Hills Dr,20 Beverly Hills Dr,M3L 1A1,North York,Toronto,St. Philip Neri,102003,10145179,20,,,,4949,303960.187,4841879.293,43.71886369,-79.51022704,"{u'type': u'Point', u'coordinates': (-79.5102270419, 43.7188636924)}"
4895,1028,9779709,St John Vianney Catholic Elementary School,,ES,Toronto Catholic District School Board,105 Thistle Down Blvd,English Separate,9779709,105,Thistle Down Blvd,105 Thistle Down Blvd,M9V 1J5,Etobicoke,Toronto,St. John Vianney Catholic School,102003,9779703,105,,,,2621,300446.942,4844003.947,43.7379845,-79.55384951,"{u'type': u'Point', u'coordinates': (-79.5538462104, 43.7379759108)}"
4896,1029,523760,St John XXIII Catholic Elementary School,,ES,Toronto Catholic District School Board,175 Grenoble Dr,English Separate,523760,175,Grenoble Dr,175 Grenoble Dr,M3C 3E7,North York,Toronto,John Xxiii,102003,445634,175,,,,5756,318495.887,4841181.15,43.71246257,-79.32985111,"{u'type': u'Point', u'coordinates': (-79.3298478904, 43.712453972)}"
4897,1030,8823972,St Josaphat Catholic Elementary School,,ES,Toronto Catholic District School Board,110 Tenth St,English Separate,8823972,110,Tenth St,110 Tenth St,M8V 3G1,Etobicoke,Toronto,St. Teresa Catholic School,102003,20048481,110,,,,2591,304052.686,4828596.23,43.59930713,-79.5090628,"{u'type': u'Point', u'coordinates': (-79.5090595342, 43.5992985583)}"
4898,1031,832894,St Joseph Catholic Elementary School,,ES,Toronto Catholic District School Board,176 Leslie St,English Separate,832894,176,Leslie St,176 Leslie St,M4M 3C7,former Toronto,Toronto,St. Joseph,102003,14023389,176,,,,225,318341.714,4835998.622,43.66580807,-79.33189055,"{u'type': u'Point', u'coordinates': (-79.3318905489, 43.6658080725)}"
4899,1032,8128878,St Joseph Colllege School,,ES,Toronto Catholic District School Board,74 Wellesley St W,English Separate,8128878,74,Wellesley St W,74 Wellesley St W,M5S 1C4,former Toronto,Toronto,St. Joseph College,102004,8128875,74,,,,4649,313747.119,4835838.585,43.66444545,-79.38886789,"{u'type': u'Point', u'coordinates': (-79.3888646583, 43.6644368621)}"
4900,1033,574322,St Jude Catholic Elementary School,,ES,Toronto Catholic District School Board,3251 Weston Rd,English Separate,574322,3251,Weston Rd,3251 Weston Rd,M9M 2T9,North York,Toronto,St. Jude's Catholic School,102003,442805,3251,,,,952,301622.303,4844281.949,43.74049307,-79.53925983,"{u'type': u'Point', u'coordinates': (-79.5392565397, 43.7404844802)}"
4901,1034,540372,St Kateri Tekakwitha Catholic Elementary School,,ES,Toronto Catholic District School Board,70 Margaret Ave,English Separate,540372,70,Margaret Ave,70 Margaret Ave,M2J 4C5,North York,Toronto,Blessed Kateri Tekakwitha C S,102003,30101247,70,,,,6157,317818.953,4849330.376,43.78581971,-79.33805159,"{u'type': u'Point', u'coordinates': (-79.3380515909, 43.7858197125)}"
4902,1035,366586,St Kevin Catholic Elementary School,,ES,Toronto Catholic District School Board,15 Murray Glen Dr,English Separate,366586,15,Murray Glen Dr,15 Murray Glen Dr,M1R 3J6,Scarborough,Toronto,St. Kevin,102003,110028,15,,,,8555,320419.21,4845434.999,43.75071537,-79.30586048,"{u'type': u'Point', u'coordinates': (-79.305857266, 43.7507067611)}"
4903,1036,4605081,St Lawrence Catholic Elementary School,,ES,Toronto Catholic District School Board,2216 Lawrence Ave E,English Separate,4605081,2216,Lawrence Ave E,2216 Lawrence Ave E,M1P 2P9,Scarborough,Toronto,St. Lawrence,102003,4605094,2216,,,,3828,322508.329,4845284.642,43.74931499,-79.27992405,"{u'type': u'Point', u'coordinates': (-79.2799208447, 43.7493063882)}"
4904,1037,7570012,St Leo Catholic Elementary School,,ES,Toronto Catholic District School Board,165 Stanley Ave,English Separate,7570012,165,Stanley Ave,165 Stanley Ave,M8V 1P1,Etobicoke,Toronto,St. Leo's Catholic School,102003,20052938,165,,,,2520,305083.626,4830260.591,43.61427999,-79.49628846,"{u'type': u'Point', u'coordinates': (-79.4962884514, 43.6142799914)}"
4905,1038,6942666,St Louis Catholic Elementary School,,ES,Toronto Catholic District School Board,11 Morgan Ave,English Separate,6942666,11,Morgan Ave,11 Morgan Ave,M8Y 2Z7,Etobicoke,Toronto,St. Louis Catholic School,102003,20053158,11,,,,2139,304706.96,4831534.316,43.6257537,-79.50095866,"{u'type': u'Point', u'coordinates': (-79.5009553836, 43.6257451247)}"
4906,1039,8431736,St Luigi Catholic Elementary School,,ES,Toronto Catholic District School Board,2 Ruskin Ave,English Separate,8431736,2,Ruskin Ave,2 Ruskin Ave,M6P 3P8,former Toronto,Toronto,St. Luigi Catholic School,102003,8431729,2,,,,4342,308698.172,4835660.31,43.66288416,-79.45147337,"{u'type': u'Point', u'coordinates': (-79.4514701139, 43.6628755819)}"
4907,1040,545070,St Madeleine Catholic Elementary School,,FS,Conseil scolaire de district catholique Centre-Sud,1 Ness Dr,French Separate,545070,1,Ness Dr,1 Ness Dr,M3A 2W1,North York,Toronto,,102001,439610,1,,,,6276,319059.075,4846683.124,43.7619774,-79.32271638,"{u'type': u'Point', u'coordinates': (-79.3227131482, 43.7619687886)}"
4908,1041,11901986,St Malachy Catholic Elementary School,,ES,Toronto Catholic District School Board,80 Bennett Rd,English Separate,11901986,80,Bennett Rd,80 Bennett Rd,M1E 3Y3,Scarborough,Toronto,St. Malachy Catholic School,102003,11901984,80,,,,7338,331622.135,4847727.208,43.77102904,-79.1666376,"{u'type': u'Point', u'coordinates': (-79.1666344277, 43.7710204341)}"
4909,1042,996286,St Marcellus Catholic Elementary School,,ES,Toronto Catholic District School Board,15 Denfield St,English Separate,996286,15,Denfield St,15 Denfield St,M9R 3H2,Etobicoke,Toronto,St. Marcellus Catholic School,106007,909523,15,,,,1457,300412.126,4837540.028,43.67979193,-79.55422495,"{u'type': u'Point', u'coordinates': (-79.5542249529, 43.6797919364)}"
4910,1043,14120386,St Margaret Ameer Catholic Elementary School,,ES,Toronto Catholic District School Board,50 Ameer Ave,English Separate,14120386,50,Ameer Ave,50 Ameer Ave,M6A 2L3,North York,Toronto,Sir Sandford Fleming Academy,102002,30061212,50,,,,4790,309508.831,4843003.941,43.72897291,-79.44135545,"{u'type': u'Point', u'coordinates': (-79.4413554537, 43.728972914)}"
4911,1044,496586,St Margaret Catholic Elementary School - Carmichael Site,,ES,Toronto Catholic District School Board,85 Carmichael Ave,English Separate,496586,85,Carmichael Ave,85 Carmichael Ave,M5M 2X1,North York,Toronto,St. Margaret Catholic School,102003,443017,85,,,,5123,310694.83,4843766.584,43.73583786,-79.42662883,"{u'type': u'Point', u'coordinates': (-79.4266255777, 43.7358292686)}"
4912,1045,4650231,St Margaret's Public School,,EP,Toronto District School Board,235 Galloway Rd,English Public,4650231,235,Galloway Rd,235 Galloway Rd,M1E 1X5,Scarborough,Toronto,St. Margaret's Public School,102001,30025638,235,,,,7948,329263.697,4847412.34,43.76826718,-79.19594342,"{u'type': u'Point', u'coordinates': (-79.1959434154, 43.768267182)}"
4913,1046,300816,St Marguerite Bourgeoys Catholic Elementary School,,ES,Toronto Catholic District School Board,75 Alexmuir Blvd,English Separate,300816,75,Alexmuir Blvd,75 Alexmuir Blvd,M1V 1H6,Scarborough,Toronto,St. Marguerite Bourgeoys Catholic School,102003,104354,75,,,,7182,322075.092,4851829.834,43.80823928,-79.28509517,"{u'type': u'Point', u'coordinates': (-79.2850919491, 43.8082306631)}"
4914,1047,10142951,St Marguerite D'Youville Catholic Elementary School,,FS,Conseil scolaire de district catholique Centre-Sud,755 Royal York Rd,French Separate,10142951,755,Royal York Rd,755 Royal York Rd,M8Y 2T3,Etobicoke,Toronto,,115001,10142922,755,,,,2413,304292.795,4832668.881,43.63596628,-79.50609133,"{u'type': u'Point', u'coordinates': (-79.5060880635, 43.6359577031)}"
4915,1048,350045,St Maria Goretti Catholic Elementary School,,ES,Toronto Catholic District School Board,21 Kenmark Blvd,English Separate,350045,21,Kenmark Blvd,21 Kenmark Blvd,M1K 3N8,Scarborough,Toronto,St. Maria Goretti Catholic School,102003,111374,21,,,,8220,323641.81,4843124.567,43.72984392,-79.26592531,"{u'type': u'Point', u'coordinates': (-79.2659221068, 43.7298353181)}"
4916,1049,7940024,St Mark Catholic Elementary School,,ES,Toronto Catholic District School Board,45 Cloverhill Rd,English Separate,7940024,45,Cloverhill Rd,45 Cloverhill Rd,M8Y 1T4,Etobicoke,Toronto,St. Mark Catholic School,102003,7940021,45,,,,1363,305574.992,4832506.929,43.63450843,-79.49020078,"{u'type': u'Point', u'coordinates': (-79.4901975063, 43.6344998506)}"
4917,1050,10257820,St Martha Catholic Elementary School,,ES,Toronto Catholic District School Board,1865 Sheppard Ave W,English Separate,10257820,1865,Sheppard Ave W,1865 Sheppard Ave W,M3L 1Y5,North York,Toronto,St. Martha Catholic School,102003,10257821,1865,,,,6699,304597.077,4844345.963,43.7410766,-79.50232794,"{u'type': u'Point', u'coordinates': (-79.5023246555, 43.741068005)}"
4918,1051,365462,St Martin De Porres Catholic Elementary School,,ES,Toronto Catholic District School Board,230 Morningside Ave,English Separate,365462,230,Morningside Ave,230 Morningside Ave,M1E 3E1,Scarborough,Toronto,St.Martin de Porres,102003,108387,230,,,,4015,329998.533,4847288.571,43.76713719,-79.18682499,"{u'type': u'Point', u'coordinates': (-79.1868218108, 43.7671285852)}"
4919,1052,795079,St Mary Catholic Academy Secondary School,,ES,Toronto Catholic District School Board,66 Dufferin Park Ave,English Separate,795079,66,Dufferin Park Ave,66 Dufferin Park Ave,M6H 1J6,former Toronto,Toronto,St. Mary Catholic Secondary School,102004,1144305,66,,,,3328,310256.481,4835096.789,43.65780218,-79.43215753,"{u'type': u'Point', u'coordinates': (-79.4321542871, 43.6577935997)}"
4920,1053,8457265,St Mary Catholic Elementary School,,ES,Toronto Catholic District School Board,20 Portugal Sq,English Separate,8457265,20,Portugal Sq,20 Portugal Sq,M6J 3P2,former Toronto,Toronto,St. Mary Catholic School,102003,14674139,20,,,,4211,312477.673,4833771.299,43.64585239,-79.40463821,"{u'type': u'Point', u'coordinates': (-79.4046349661, 43.645843806)}"
4921,1054,10364883,St Mary of the Angels Catholic Elementary School,,ES,Toronto Catholic District School Board,1477 Dufferin St,English Separate,10364883,1477,Dufferin St,1477 Dufferin St,M6H 4C7,former Toronto,Toronto,St. Mary Of The Angels Catholic School,102003,10364636,1477,,,,557,309598.86,4836687.758,43.67212745,-79.44029596,"{u'type': u'Point', u'coordinates': (-79.440292705, 43.6721188639)}"
4922,1055,10635876,St Matthew Catholic Elementary School,,ES,Toronto Catholic District School Board,18 Lavender Rd,English Separate,10635876,18,Lavender Rd,18 Lavender Rd,M6N 2B5,York,Toronto,St. Matthew Catholic School,102003,14072375,18,,,,731,307368.821,4837636.574,43.68067882,-79.46794614,"{u'type': u'Point', u'coordinates': (-79.4679428818, 43.6806702346)}"
