_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
4247,380,10142862,Etobicoke School of the Arts,,EP,Toronto District School Board,675 Royal York Rd,English Public,10142862,675,Royal York Rd,675 Royal York Rd,M8Y 2T1,Etobicoke,Toronto,Etobicoke School Of The Arts,102002,10142864,675,,,,2413,304449.281,4832088.349,43.63074078,-79.50415178,"{u'type': u'Point', u'coordinates': (-79.504148517, 43.630732205)}"
4248,381,9109922,Etobicoke Year Round Alternative Centre,,EP,Toronto District School Board,160 Silverhill  Dr,English Public,9109922,160,Silverhill Dr,160 Silverhill Dr,M9B 3W7,Etobicoke,Toronto,,115001,9109918,160,,,,2484,300646.611,4832436.795,43.63386641,-79.5512794,"{u'type': u'Point', u'coordinates': (-79.5512761137, 43.633857846)}"
4249,382,5266272,Eton Academy Secondary School,,PR,,222 Sheppard Ave E,Priv,5266272,222,Sheppard Ave E,222 Sheppard Ave E,M2N 3A9,North York,Toronto,,112001,20041068,222,,,,6698,312770.487,4846900.733,43.76403023,-79.40081533,"{u'type': u'Point', u'coordinates': (-79.400812083, 43.7640216335)}"
4250,383,4248888,Excel High School,,PR,,55 Nugget Ave,Priv,4248888,55,Nugget Ave,55 Nugget Ave,M1S 3L1,Scarborough,Toronto,,113001,4248848,55,,,,11074,324275.391,4850048.027,43.79214712,-79.25781124,"{u'type': u'Point', u'coordinates': (-79.2578080337, 43.7921385077)}"
4251,384,30006529,Extraordinay Education Centre,,PR,,462 McNicoll Ave,Priv,30006529,462,McNicoll Ave,462 McNicoll Ave,M2H 2E1,North York,Toronto,,113001,11484469,462,,,,6195,317511.878,4851406.505,43.80452091,-79.34182153,"{u'type': u'Point', u'coordinates': (-79.3418182907, 43.8045122986)}"
4252,385,54313,F H Miller Jr Public School,,EP,Toronto District School Board,300 Caledonia Rd,English Public,54313,300,Caledonia Rd,300 Caledonia Rd,M6E 4T5,York,Toronto,F. H. Miller Junior Public School,102001,14072354,300,,,,481,308097.897,4838007.432,43.68401436,-79.45890136,"{u'type': u'Point', u'coordinates': (-79.458898094, 43.6840057733)}"
4253,386,62504,Fairbank Memorial Community School,,EP,Toronto District School Board,555 Harvie Ave,English Public,62504,555,Harvie Ave,555 Harvie Ave,M6E 4M2,York,Toronto,Fairbank Memorial Community School - Building Grounds,102001,8067,555,,,,648,308379.047,4838862.75,43.69170324,-79.4554057,"{u'type': u'Point', u'coordinates': (-79.4554057013, 43.6917032418)}"
4254,387,9741283,Fairbank Public School,,EP,Toronto District School Board,2335 Dufferin St,English Public,9741283,2335,Dufferin St,2335 Dufferin St,M6E 3S5,York,Toronto,Fairbank Middle Public School,102001,9741259,2335,,,,557,308861.571,4839157.513,43.69436249,-79.44942101,"{u'type': u'Point', u'coordinates': (-79.4494177477, 43.6943539072)}"
4255,388,373577,Fairglen Jr Public School,,EP,Toronto District School Board,2200 Pharmacy Ave,English Public,373577,2200,Pharmacy Ave,2200 Pharmacy Ave,M1W 1H8,Scarborough,Toronto,Fairglen Junior Public School,102001,106776,2200,,,,8691,319091.916,4849234.847,43.78494498,-79.32224142,"{u'type': u'Point', u'coordinates': (-79.3222381904, 43.7849363771)}"
4256,389,2261459,Fairmount Jr Public School,,EP,Toronto District School Board,31 Sloley Rd,English Public,2261459,31,Sloley Rd,31 Sloley Rd,M1M 1C7,Scarborough,Toronto,Fairmount Junior Public School,102001,2261458,31,,,,8967,326467.255,4842013.582,43.71976669,-79.23089737,"{u'type': u'Point', u'coordinates': (-79.2308941806, 43.7197580925)}"
4257,390,10144967,Father Henry Carr Catholic Secondary School,,ES,Toronto Catholic District School Board,1760 Martin Grove Rd,English Separate,10144967,1760,Martin Grove Rd,1760 Martin Grove Rd,M9V 3S4,Etobicoke,Toronto,Marian Academy,102004,10144951,1760,,,,2066,297342.957,4843769.692,43.73585106,-79.59238086,"{u'type': u'Point', u'coordinates': (-79.5923775468, 43.7358424757)}"
4258,391,14600948,Father John Redmond Catholic Secondary School,,ES,Toronto Catholic District School Board,28 Colonel Samuel Smith Park Dr,English Separate,14600948,28,Colonel Samuel Smith Park Dr,28 Colonel Samuel Smith Park Dr,M8V 4B7,Etobicoke,Toronto,Ken Cox Community Centre - Building Grounds,102002,30016383,28,,,,15629,303448.789,4828134.457,43.59514135,-79.51653877,"{u'type': u'Point', u'coordinates': (-79.5165387693, 43.5951413486)}"
4259,392,8985455,Father Philippe Lamarche Catholic Secondary School,,FS,Conseil scolaire de district catholique Centre-Sud,2850 Eglinton Ave E,French Separate,8985455,2850,Eglinton Ave E,2850 Eglinton Ave E,M1J 2C8,Scarborough,Toronto,,102001,8985453,2850,,,,125,325670.111,4844136.347,43.73888853,-79.24070576,"{u'type': u'Point', u'coordinates': (-79.2407057599, 43.7388885328)}"
4260,393,1035168,Father Serra Catholic Elementary School,,ES,Toronto Catholic District School Board,111 Sun Row Dr,English Separate,1035168,111,Sun Row Dr,111 Sun Row Dr,M9P 3J3,Etobicoke,Toronto,Father Serra Catholic School,102003,909192,111,,,,2554,301813.733,4838256.082,43.68625201,-79.53684796,"{u'type': u'Point', u'coordinates': (-79.5368446799, 43.6862434283)}"
4261,394,8014986,Faywood Arts Based Curriculum School,,EP,Toronto District School Board,95 Faywood Blvd,English Public,8014986,95,Faywood Blvd,95 Faywood Blvd,M3H 2X5,North York,Toronto,Faywood Arts-Based Curriculum School,102001,442642,95,,,,5570,309077.718,4844212.595,43.73986363,-79.44670059,"{u'type': u'Point', u'coordinates': (-79.446697335, 43.7398550355)}"
4262,395,992445,Felix Leclerc Elementary School,,FP,Conseil scolaire Viamonde,50 Celestine Dr,French Public,992445,50,Celestine Dr,50 Celestine Dr,M9R 3N3,Etobicoke,Toronto,,102001,908942,50,,,,1320,299830.76,4838640.401,43.6897017,-79.56144893,"{u'type': u'Point', u'coordinates': (-79.5614456342, 43.689693123)}"
4263,396,515284,Fenside Public School,,EP,Toronto District School Board,131 Fenside Dr,English Public,515284,131,Fenside Dr,131 Fenside Dr,M3A 2V9,North York,Toronto,Fenside Public School,102001,439443,131,,,,5578,318542.089,4846972.213,43.76458912,-79.3291298,"{u'type': u'Point', u'coordinates': (-79.32912658, 43.764580519)}"
4264,397,8007871,Fern Avenue Jr and Sr Public School,,EP,Toronto District School Board,128 Fern  Ave,English Public,8007871,128,Fern Ave,128 Fern Ave,M6R 1K3,former Toronto,Toronto,Fern Avenue Public School,102001,14017573,128,,,,591,309131.518,4833694.739,43.64518889,-79.4461161,"{u'type': u'Point', u'coordinates': (-79.4461128419, 43.6451803159)}"
4265,398,9655345,Fieldstone Day School,,PR,,2999 Dufferin St,Priv,9655345,2999,Dufferin St,2999 Dufferin St,M6B 3T4,North York,Toronto,,115001,9655343,2999,,,,557,308540.783,4841103.633,43.71188195,-79.45338741,"{u'type': u'Point', u'coordinates': (-79.4533841408, 43.7118733584)}"
4266,399,4429315,Finch at Warden Adult Education Centre,,ES,Toronto Catholic District School Board,3430 Finch Ave E,English Separate,4429315,3430,Finch Ave E,3430 Finch Ave E,M1W 2R5,Scarborough,Toronto,,115001,4435020,3430,,,,5589,319707.825,4850611.858,43.79732744,-79.31455124,"{u'type': u'Point', u'coordinates': (-79.314548017, 43.797318831)}"
4267,400,9084973,Finch Public School,,EP,Toronto District School Board,277 Finch Ave E,English Public,9084973,277,Finch Ave E,277 Finch Ave E,M2N 4S3,North York,Toronto,Finch Public School,102001,9084975,277,,,,5589,313237.74,4849102.312,43.78384169,-79.39497745,"{u'type': u'Point', u'coordinates': (-79.3949742011, 43.7838330778)}"
4268,401,3062806,Firgrove Public School,,EP,Toronto District School Board,270 Firgrove Cres,English Public,3062806,270,Firgrove Cres,270 Firgrove Cres,M3N 1K8,North York,Toronto,Firgrove Public School,102001,30092050,270,,,,5594,303180.88,4845560.785,43.75200089,-79.51991086,"{u'type': u'Point', u'coordinates': (-79.5199108622, 43.7520008914)}"
4269,402,853872,First Nations School of Toronto,,EP,Toronto District School Board,16 Phin Ave,English Public,853872,16,Phin Ave,16 Phin Ave,M4J 3T2,former Toronto,Toronto,Eastern High School Of Commerce,102002,1140397,16,,,,4186,317956.118,4837478.967,43.67914883,-79.33663928,"{u'type': u'Point', u'coordinates': (-79.3366360566, 43.6791402347)}"
4270,403,7156941,Fisherville Sr Public School,,EP,Toronto District School Board,425 Patricia Ave,English Public,7156941,425,Patricia Ave,425 Patricia Ave,M2R 2N1,North York,Toronto,Fisherville Junior High School,102001,7156908,425,,,,6386,309532.641,4849180.054,43.78457409,-79.44100951,"{u'type': u'Point', u'coordinates': (-79.441006246, 43.7845654878)}"
4271,404,4124712,Fleming Public School,,EP,Toronto District School Board,20 Littles Rd,English Public,4124712,20,Littles Rd,20 Littles Rd,M1B 5B5,Scarborough,Toronto,Fleming Public School,102001,4124713,20,,,,19464,328619.531,4852642.069,43.81536984,-79.20371735,"{u'type': u'Point', u'coordinates': (-79.203714159, 43.8153612174)}"
4272,405,7062866,Flemington Public School,,EP,Toronto District School Board,10 Flemington Rd,English Public,7062866,10,Flemington Rd,10 Flemington Rd,M6A 2N4,North York,Toronto,Flemington Public School,102001,7062864,10,,,,5608,309276.623,4842020.834,43.72013384,-79.44424893,"{u'type': u'Point', u'coordinates': (-79.4442456641, 43.7201252465)}"
4273,406,7273342,Forest Hill Academy Secondary School,,PR,,439 Spadina Rd,Priv,7273342,439,Spadina Rd,439 Spadina Rd,M5P 3M6,former Toronto,Toronto,,107010,7273310,439,,,,4428,311830.837,4838592.56,43.68925498,-79.41259354,"{u'type': u'Point', u'coordinates': (-79.4125902971, 43.6892463965)}"
4274,407,800884,Forest Hill Collegiate Institute,,EP,Toronto District School Board,730 Eglinton Ave W,English Public,800884,730,Eglinton Ave W,730 Eglinton Ave W,M5N 1B9,former Toronto,Toronto,Forest Hill Collegiate Institute,102002,1138689,730,,,,571,311123.818,4840126.317,43.70306685,-79.42134603,"{u'type': u'Point', u'coordinates': (-79.4213427841, 43.7030582555)}"
4275,408,797816,Forest Hill Jr and Sr Public School,,EP,Toronto District School Board,78 Dunloe Rd,English Public,797816,78,Dunloe Rd,78 Dunloe Rd,M5P 2T6,former Toronto,Toronto,Forest Hill Public School,102001,1139009,78,,,,3338,311706.497,4839275.547,43.69540386,-79.41412725,"{u'type': u'Point', u'coordinates': (-79.4141240049, 43.6953952721)}"
4276,409,7103267,Forest Hill Montessori School - Elementary Campus,,PR,,585 Cranbrooke Ave,Priv,7103267,585,Cranbrooke Ave,585 Cranbrooke Ave,M6A 2X9,North York,Toronto,,102001,7103206,585,,,,3234,310454.941,4842387.713,43.72341932,-79.42961822,"{u'type': u'Point', u'coordinates': (-79.429618219, 43.7234193195)}"
4277,410,11342955,Forest Hill Montessori School - Jr Campus,,PR,,3180 Bathurst St,Priv,11342955,3180,Bathurst St,3180 Bathurst St,M6A 2A9,North York,Toronto,Asbury & West United Church,109001,11342953,3180,,,,436,310310.145,4842298.578,43.7226267,-79.43141951,"{u'type': u'Point', u'coordinates': (-79.4314162583, 43.7226181045)}"
4278,411,517448,Forest Manor Public School,,EP,Toronto District School Board,25 Forest Manor Rd,English Public,517448,25,Forest Manor Rd,25 Forest Manor Rd,M2J 1M4,North York,Toronto,Forest Manor Public School,102001,30095974,25,,,,5625,317418.377,4847687.935,43.77104273,-79.3430668,"{u'type': u'Point', u'coordinates': (-79.3430668038, 43.7710427399)}"
4279,412,7705590,Forest Valley Outdoor Education Centre,,EP,Toronto District School Board,60 Blue Forest Dr,English Public,7705590,60,Blue Forest Dr,60 Blue Forest Dr,M3H 4W5,North York,Toronto,Forest Valley Day Camp,106008,7705588,60,,,,4982,308551.825,4847307.303,43.76771427,-79.45320526,"{u'type': u'Point', u'coordinates': (-79.4532052614, 43.7677142697)}"
4280,413,334378,Francis Libermann Catholic High School,,ES,Toronto Catholic District School Board,4640 Finch Ave E,English Separate,334378,4640,Finch Ave E,4640 Finch Ave E,M1S 4G2,Scarborough,Toronto,Francis Libermann,102004,104469,4640,,,,5589,322942.986,4851738.99,43.80740096,-79.27431105,"{u'type': u'Point', u'coordinates': (-79.2743078385, 43.8073923412)}"
4281,414,50146,Frank Oke Secondary School,,EP,Toronto District School Board,500 Alliance Ave,English Public,50146,500,Alliance Ave,500 Alliance Ave,M6N 2H8,York,Toronto,Frank Oke Secondary School - Building Grounds,102002,9096,500,,,,407,305690.87,4837285.363,43.67751242,-79.48875423,"{u'type': u'Point', u'coordinates': (-79.4887542282, 43.6775124192)}"
4282,415,7570431,Frankland Community School,,EP,Toronto District School Board,816 Logan Ave,English Public,7570431,816,Logan Ave,816 Logan Ave,M4K 3E1,former Toronto,Toronto,Frankland Community Centre - Building Grounds,106007,14021507,816,,,,228,316884.084,4837254.462,43.67713734,-79.34993745,"{u'type': u'Point', u'coordinates': (-79.3499374483, 43.6771373417)}"
4283,416,30026375,Fraser Mustard Early Learning Academy,,EP,Toronto District School Board,82 Thorncliffe Park Dr,English Public,30026375,82,Thorncliffe Park Dr,82 Thorncliffe Park Dr,M4H 0A2,East York,Toronto,,102001,3829449,82,,,,354,317404.956,4840418.614,43.70560989,-79.34340316,"{u'type': u'Point', u'coordinates': (-79.3434031654, 43.7056098893)}"
4284,417,11901997,Fuller Academy,,PR,,36 Eglinton Ave W,Priv,11901997,36,Eglinton Ave W,36 Eglinton Ave W,M4R 1A1,former Toronto,Toronto,,104008,11901981,36,,,,571,312846.657,4840521.122,43.706595,-79.39996076,"{u'type': u'Point', u'coordinates': (-79.399960754, 43.7065950023)}"
4285,418,30114253,FutureSkills High School,,PR,,5635 Yonge  St,Priv,30114253,5635,Yonge St,5635 Yonge St,M2M 3S9,North York,Toronto,,115001,11485197,5635,,,,4733,311593.511,4848744.498,43.78062895,-79.41540686,"{u'type': u'Point', u'coordinates': (-79.4154068586, 43.7806289558)}"
4286,419,853146,Gabrielle Roy Elementary School,,FP,Conseil scolaire Viamonde,14 Pembroke St,French Public,853146,14,Pembroke St,14 Pembroke St,M5A 2N7,former Toronto,Toronto,,102001,1144426,14,,,,4176,315082.829,4834967.929,43.65659142,-79.37232283,"{u'type': u'Point', u'coordinates': (-79.3723195931, 43.6565828383)}"
4287,420,336737,Galloway Road Public School,,EP,Toronto District School Board,192 Galloway Rd,English Public,336737,192,Galloway Rd,192 Galloway Rd,M1E 1X2,Scarborough,Toronto,Galloway Road Public School,102001,108571,192,,,,7948,329193.314,4847047.414,43.76499342,-79.19683736,"{u'type': u'Point', u'coordinates': (-79.1968341737, 43.7649848136)}"
4288,421,511179,Gan Yeladim Day Care,,PR,,100 Elder St,Priv,511179,100,Elder St,100 Elder St,M3H 5G7,North York,Toronto,Beth Emeth Bais Yehuda,109001,440009,100,,,,5487,308478.619,4846522.36,43.76065776,-79.45412317,"{u'type': u'Point', u'coordinates': (-79.4541198979, 43.7606491632)}"
4289,422,13972613,Gap Academy Secondary School,,PR,,4 John St,Priv,13972613,4,John St,4 John St,M9N 1J3,York,Toronto,,100001,20055090,4,,,,9831,303357.408,4839897.743,43.70102538,-79.51770202,"{u'type': u'Point', u'coordinates': (-79.5177020187, 43.7010253822)}"
4290,423,807559,Garden Avenue Jr Public School,,EP,Toronto District School Board,225 Garden Ave,English Public,807559,225,Garden Ave,225 Garden Ave,M6R 1H9,former Toronto,Toronto,Garden Avenue Public School,102001,14017612,225,,,,9807,308888.743,4833474.594,43.64320868,-79.44912695,"{u'type': u'Point', u'coordinates': (-79.4491237019, 43.6432001068)}"
4291,424,8929147,Gateway Public School,,EP,Toronto District School Board,55 Gateway Blvd,English Public,8929147,55,Gateway Blvd,55 Gateway Blvd,M3C 1B4,North York,Toronto,Gateway Public School,102001,8929149,55,,,,5672,318402.465,4841100.105,43.71173481,-79.33101237,"{u'type': u'Point', u'coordinates': (-79.3310091533, 43.7117262234)}"
4292,425,319504,General Brock Public School,,EP,Toronto District School Board,140 Chestnut Cres,English Public,319504,140,Chestnut Cres,140 Chestnut Cres,M1L 1Y5,Scarborough,Toronto,General Brock Public School,102001,30055414,140,,,,7580,322924.606,4841853.113,43.71840849,-79.27486723,"{u'type': u'Point', u'coordinates': (-79.274867227, 43.7184084962)}"
4293,426,4605063,General Crerar Public School,,EP,Toronto District School Board,30 McGregor Rd,English Public,4605063,30,McGregor Rd,30 McGregor Rd,M1P 1C8,Scarborough,Toronto,General Crerar Public School,102001,14668247,30,,,,8460,322537.031,4844882.589,43.74569537,-79.27958087,"{u'type': u'Point', u'coordinates': (-79.279577662, 43.7456867655)}"
4294,427,877576,General Mercer Jr Public School,,EP,Toronto District School Board,30 Turnberry Ave,English Public,877576,30,Turnberry Ave,30 Turnberry Ave,M6N 1P8,former Toronto,Toronto,General Mercer School - Building Grounds,102001,1140783,30,,,,4576,307685.782,4837457.775,43.67905973,-79.46401246,"{u'type': u'Point', u'coordinates': (-79.4640124593, 43.6790597287)}"
4295,428,519441,George Anderson Public School,,EP,Toronto District School Board,30 George Anderson Dr,English Public,519441,30,George Anderson Dr,30 George Anderson Dr,M6M 2Y8,North York,Toronto,George Anderson Public School - Building Grounds,102001,446465,30,,,,5677,306480.888,4840389.625,43.70545353,-79.47894806,"{u'type': u'Point', u'coordinates': (-79.4789480608, 43.705453533)}"
4296,429,369629,George B Little Public School,,EP,Toronto District School Board,125 Orton Park Rd,English Public,369629,125,Orton Park Rd,125 Orton Park Rd,M1G 3G9,Scarborough,Toronto,George B Little Junior Public School,102001,108136,125,,,,8622,328283.022,4847734.616,43.77120802,-79.20811364,"{u'type': u'Point', u'coordinates': (-79.2081104451, 43.7711994113)}"
4297,430,7994619,George Brown College - Casa Loma Campus,,C,,160 Kendal Ave,College,7994619,160,Kendal Ave,160 Kendal Ave,M5R 1M3,former Toronto,Toronto,,102006,7994616,160,,,,3762,311956.901,4837122.389,43.67602093,-79.41104866,"{u'type': u'Point', u'coordinates': (-79.4110454159, 43.6760123431)}"
4298,431,828085,George Brown College - St James Campus,,C,,200 King  St E,College,828085,200,King St E,200 King St E,M5A 3W8,former Toronto,Toronto,,102007,1145266,200,,,,3779,315255.905,4834359.15,43.65110905,-79.37018888,"{u'type': u'Point', u'coordinates': (-79.3701856495, 43.6511004642)}"
4299,432,30017891,George Brown College - Waterfront Campus,,C,,51 Dockside Dr,College,30017891,51,Dockside Dr,51 Dockside Dr,M5A 0B6,former Toronto,Toronto,George Brown College,102006,30017866,51,,,,19432,315637.625,4833564.141,43.64393878,-79.3654695,"{u'type': u'Point', u'coordinates': (-79.3654694926, 43.6439387824)}"
4300,433,30032214,George Brown College - Young Centre for the Performing Arts,,C,,50 Tank House Lane,College,30032214,50,Tank House Lane,50 Tank House Lane,M5A 3C4,former Toronto,Toronto,,115001,30029446,50,,,,19560,316282.608,4834333.138,43.65085093,-79.35745867,"{u'type': u'Point', u'coordinates': (-79.3574586753, 43.6508509258)}"
4301,434,8152704,George Harvey Collegiate Institute,,EP,Toronto District School Board,1700 Keele St,English Public,8152704,1700,Keele St,1700 Keele St,M6M 3W5,York,Toronto,George Harvey Collegiate Institute - Building Grounds,102002,8128677,1700,,,,703,306904.588,4838067.055,43.68454651,-79.47369919,"{u'type': u'Point', u'coordinates': (-79.4736991937, 43.684546507)}"
4302,435,343513,George P Mackie Jr Public School,,EP,Toronto District School Board,60 Heathfield Dr,English Public,343513,60,Heathfield Dr,60 Heathfield Dr,M1M 3B1,Scarborough,Toronto,George P Mackie Junior Public School,102001,110851,60,,,,8089,327982.61,4844192.659,43.73933591,-79.21199715,"{u'type': u'Point', u'coordinates': (-79.2119939725, 43.7393273081)}"
4303,436,396495,George Peck Public School,,EP,Toronto District School Board,1 Wayne Ave,English Public,396495,1,Wayne Ave,1 Wayne Ave,M1R 1Y1,Scarborough,Toronto,George Peck Public School,102001,110941,1,,,,9197,321406.904,4844054.443,43.73826708,-79.29363841,"{u'type': u'Point', u'coordinates': (-79.2936351945, 43.7382584754)}"
4304,437,1018182,George R Gauld Jr School,,EP,Toronto District School Board,200 Melrose St,English Public,1018182,200,Melrose St,200 Melrose St,M8Y 1B7,Etobicoke,Toronto,George R. Gauld Junior Public School,102001,913522,200,,,,2097,304903.557,4830966.824,43.62064567,-79.49852269,"{u'type': u'Point', u'coordinates': (-79.4985194295, 43.6206370922)}"
4305,438,8824026,George S Henry Academy,,EP,Toronto District School Board,200 Graydon Hall Dr,English Public,8824026,200,Graydon Hall Dr,200 Graydon Hall Dr,M3A 3A6,North York,Toronto,George S. Henry Academy - Building Grounds,102002,30058565,200,,,,5741,317673.127,4846945.98,43.76435996,-79.33992003,"{u'type': u'Point', u'coordinates': (-79.3399200285, 43.7643599637)}"
4306,439,9523611,George Syme Community School,,EP,Toronto District School Board,69 Pritchard Ave,English Public,9523611,69,Pritchard Ave,69 Pritchard Ave,M6N 1T6,York,Toronto,George Syme Catholic School - Building Grounds,102001,9523610,69,,,,825,305499.644,4836367.588,43.66925138,-79.49112677,"{u'type': u'Point', u'coordinates': (-79.4911267708, 43.669251383)}"
4307,440,30091787,George Webster Elementary School,,EP,Toronto District School Board,50 Chapman Ave,English Public,30091787,50,Chapman Ave,50 Chapman Ave,M4B 1C5,East York,Toronto,George E. Webster Public School,102001,7776717,50,,,,59,320923.48,4839919.44,43.7010489,-79.29976062,"{u'type': u'Point', u'coordinates': (-79.2997606238, 43.7010488988)}"
4308,441,807027,Georges Etienne Cartier Catholic Elementary School,,FS,Conseil scolaire de district catholique Centre-Sud,250 Gainsborough Rd,French Separate,807027,250,Gainsborough Rd,250 Gainsborough Rd,M4L 3C6,former Toronto,Toronto,George Etienne Cartier,102001,1140857,250,,,,3475,319340.223,4837344.493,43.67791247,-79.31947633,"{u'type': u'Point', u'coordinates': (-79.319473112, 43.6779038854)}"
4309,442,6738446,Georges Vanier Secondary School,,EP,Toronto District School Board,3000 Don Mills Rd E,English Public,6738446,3000,Don Mills Rd E,3000 Don Mills Rd E,M2J 3B6,North York,Toronto,Georges Vanier Secondary School,102002,30044624,3000,,,,5398,316817.645,4849158.822,43.78429229,-79.35049619,"{u'type': u'Point', u'coordinates': (-79.3504961884, 43.7842922967)}"
4310,443,334373,Gibralter Leadership Academy,,PR,,4140 Finch Ave E,Priv,334373,4140,Finch Ave E,4140 Finch Ave E,M1S 3T9,Scarborough,Toronto,,113001,104799,4140,,,,5589,321669.479,4851311.351,43.8035817,-79.29015283,"{u'type': u'Point', u'coordinates': (-79.2901496154, 43.8035730836)}"
4311,444,11180397,Givins Shaw Jr Public School,,EP,Toronto District School Board,49 Givins St,English Public,11180397,49,Givins St,49 Givins St,M6J 2X5,former Toronto,Toronto,Givins/Shaw Public School,102002,11180398,49,,,,3505,311432.954,4833832.857,43.64641624,-79.41758754,"{u'type': u'Point', u'coordinates': (-79.4175842924, 43.6464076573)}"
4312,445,302317,Glamorgan Jr Public School,,EP,Toronto District School Board,51 Antrim Cres,English Public,302317,51,Antrim Cres,51 Antrim Cres,M1P 4N4,Scarborough,Toronto,Glamorgan Junior Public School,102001,107996,51,,,,7216,321726.39,4847726.068,43.77130892,-79.28955704,"{u'type': u'Point', u'coordinates': (-79.2895538318, 43.7713003109)}"
4313,446,10080042,Gledhill Jr Public School,,EP,Toronto District School Board,2 Gledhill Ave,English Public,10080042,2,Gledhill Ave,2 Gledhill Ave,M4C 5K6,East York,Toronto,Terry Fox Recreation Centre - Building Grounds,106007,10080038,2,,,,159,320140.708,4838429.462,43.68765348,-79.30951421,"{u'type': u'Point', u'coordinates': (-79.3095142092, 43.6876534766)}"
4314,447,8236855,Glen Ames Sr Public School,,EP,Toronto District School Board,18 Williamson Rd,English Public,8236855,18,Williamson Rd,18 Williamson Rd,M4E 1K5,former Toronto,Toronto,Glen Ames Senior Public School,102001,8236854,18,,,,4686,321045.876,4836910.223,43.67396842,-79.29833544,"{u'type': u'Point', u'coordinates': (-79.298332228, 43.6739598288)}"
4315,448,576050,Glen Briar Academy Elementary School,,PR,,210 Wilson Ave,Priv,576050,210,Wilson Ave,210 Wilson Ave,M5M 3B1,North York,Toronto,Temple Sinai Synagogue,109001,442636,210,,,,4693,310780.584,4844186.149,43.73961395,-79.42555957,"{u'type': u'Point', u'coordinates': (-79.4255563107, 43.7396053553)}"
4316,449,14038150,Glen Park Public School,,EP,Toronto District School Board,101 Englemount Ave,English Public,14038150,101,Englemount Ave,101 Englemount Ave,M6B 4L5,North York,Toronto,Glen Park Public School,102001,445733,101,,,,5517,309910.838,4841248.845,43.71318084,-79.43638524,"{u'type': u'Point', u'coordinates': (-79.4363819899, 43.7131722514)}"
4317,450,9086409,Glen Ravine Jr Public School,,EP,Toronto District School Board,11 Gadsby Dr,English Public,9086409,11,Gadsby Dr,11 Gadsby Dr,M1K 4V4,Scarborough,Toronto,Glen Ravine Junior Public School,102001,9086406,11,,,,7942,324594.745,4844059.324,43.73823323,-79.25406214,"{u'type': u'Point', u'coordinates': (-79.2540589454, 43.7382246272)}"
4318,451,862164,Glenview Sr Public School,,EP,Toronto District School Board,401 Rosewell Ave,English Public,862164,401,Rosewell Ave,401 Rosewell Ave,M4R 2B5,former Toronto,Toronto,Glenview Senior Public School,102001,14662186,401,,,,4323,312074.282,4842006.823,43.71998504,-79.40952795,"{u'type': u'Point', u'coordinates': (-79.4095247003, 43.7199764435)}"
4319,452,383209,Golf Road Jr Public School,,EP,Toronto District School Board,730 Scarborough Golf Club Rd,English Public,383209,730,Scarborough Golf Club Rd,730 Scarborough Golf Club Rd,M1G 1H7,Scarborough,Toronto,Golf Road Junior Public School,102001,108906,730,,,,8891,327572.605,4846894.361,43.76366692,-79.21697343,"{u'type': u'Point', u'coordinates': (-79.2169702423, 43.7636583162)}"
4320,453,339096,Gooderham Learning Centre School,,EP,Toronto District School Board,62 Gooderham Dr,English Public,339096,62,Gooderham Dr,62 Gooderham Dr,M1R 3G7,Scarborough,Toronto,,102001,110246,62,,,,8003,320464.608,4845207.047,43.74866251,-79.3053034,"{u'type': u'Point', u'coordinates': (-79.3053001906, 43.7486539085)}"
4321,454,6427428,Gordon A Brown Middle School,,EP,Toronto District School Board,2800 St Clair Ave E,English Public,6427428,2800,St Clair Ave E,2800 St Clair Ave E,M4B 1N2,East York,Toronto,Gordon A. Brown Middle School,102001,6427437,2800,,,,339,320470.975,4840676.123,43.70787791,-79.30535617,"{u'type': u'Point', u'coordinates': (-79.3053529519, 43.707869309)}"
4322,455,11267530,Gosford Public School,,EP,Toronto District School Board,30 Gosford Blvd,English Public,11267530,30,Gosford Blvd,30 Gosford Blvd,M3N 2G8,North York,Toronto,Gosford Public School,102001,11267531,30,,,,5724,303067.417,4846929.238,43.76432708,-79.52132747,"{u'type': u'Point', u'coordinates': (-79.5213241884, 43.7643184872)}"
4323,456,10494308,Gracedale Public School,,EP,Toronto District School Board,186 Gracedale Blvd,English Public,10494308,186,Gracedale Blvd,186 Gracedale Blvd,M9L 2C1,North York,Toronto,Gracedale Park,102001,10494275,186,,,,5728,299804.166,4845695.428,43.75319753,-79.56184211,"{u'type': u'Point', u'coordinates': (-79.561842112, 43.753197538)}"
4324,457,10035226,Gracefield Public School,,EP,Toronto District School Board,177 Gracefield Ave,English Public,10035226,177,Gracefield Ave,177 Gracefield Ave,M6L 1L7,North York,Toronto,Gracefield Public School,102001,30097198,177,,,,5729,305482.033,4840819.091,43.70932053,-79.49134131,"{u'type': u'Point', u'coordinates': (-79.4913413146, 43.7093205325)}"
